1.166349,0
1.890101,3
2.420308,1
3.793226,3
4.308566,0
5.801858,4
6.282322,1
7.756722,2
8.272261,3
9.23315,4
10.26026,0
11.25832,3
12.1861,1
13.18836,2
14.18241,4
15.17797,3
16.72206,1
17.68292,2
18.62772,3
19.53892,4
20.51696,0
21.51314,3
22.52615,4
23.47045,1
24.49032,2
25.52832,3
26.52233,4
27.43349,0
28.39828,1
29.35913,3
30.35454,2
31.43185,4
32.37615,0
33.33821,3
34.28355,2
35.27789,1
36.20839,4
37.23709,0
37.68407,1
38.20015,2
38.71372,3
39.70808,4
40.68792,0
41.71792,3
42.63067,1
43.59925,2
44.62638,4
45.57144,0
46.58492,2
47.59848,3
48.56252,4
49.55892,1
50.50544,3
51.51611,4
52.46145,0
53.44777,2
54.4256,4
55.45274,0
56.40652,3
57.36948,1
58.34925,2
59.32838,4
60.32389,0
61.30133,3
62.28072,1
63.26059,2
64.25459,4
65.26695,0
66.25491,3
67.26771,1
68.21476,2
69.17578,4
70.17288,0
71.11718,3
72.1448,1
73.15536,2
74.08368,4
75.06283,3
75.56091,3
76.04285,1
76.53977,1
77.07102,2
78.05077,4
79.04631,0
79.5601,1
80.00718,2
80.93629,3
81.41696,4
81.96476,0
82.44505,1
82.94696,2
83.94214,1
84.90521,0
85.91781,2
86.91181,3
87.89016,4
88.82126,2
89.79934,3
90.79475,4
91.79021,1
92.76906,0
93.73503,2
94.74589,3
95.75838,4
96.72227,1
97.65434,2
98.71515,3
99.69291,4
100.6538,0
101.6492,1
102.6636,2
103.4608,3
104.4713,4
105.4655,0
106.4596,1
107.4207,2
108.4362,3
109.3994,4
110.3636,0
111.374,1
112.3517,3
113.3456,4
114.3233,0
115.3195,2
116.3153,3
117.2761,4
118.2414,1
118.7564,0
119.2868,2
119.8189,3
120.2295,2
120.7599,1
