1.695272,0
2.655682,4
3.517149,3
4.478015,1
5.455449,2
6.383245,0
7.338831,4
8.249921,1
9.22762,3
10.1729,2
11.1137,4
11.57927,3
12.02657,4
12.52357,0
12.77207,3
13.05371,1
13.72614,4
13.92938,0
14.2038,3
14.88259,2
15.35232,4
15.81155,1
16.27541,3
16.50735,0
17.18658,4
17.74985,3
17.93231,1
18.17665,2
18.42522,0
18.67365,4
18.88901,1
19.11747,3
19.28368,0
19.56532,2
20.04602,2
20.57588,2
21.02318,2
21.50388,3
21.71919,0
21.96447,4
22.1467,1
22.39593,3
22.61057,0
22.85907,2
23.1904,2
23.67839,2
24.19196,2
25.22133,3
25.52461,4
25.70732,0
26.00553,3
26.23617,1
26.45614,2
26.65601,0
26.92107,4
27.20271,4
27.56717,3
27.93164,2
28.33454,1
28.58298,0
29.01371,2
29.31191,3
29.54385,0
29.78359,4
29.99895,1
30.19775,3
30.44352,0
30.66989,2
31.77449,2
32.28787,3
32.78891,4
33.70008,0
34.17926,1
34.69283,3
35.62056,4
36.08443,2
36.58287,3
37.53417,0
38.01832,2
38.48833,1
39.43263,4
39.93023,4
40.37753,3
40.85797,0
41.39114,2
41.83788,1
42.30174,3
42.78217,4
43.22948,2
43.71777,3
44.18164,4
44.6455,3
45.09296,1
45.57637,0
46.20416,2
46.55215,0
46.88349,3
47.92718,4
48.40245,0
48.65129,2
49.16451,3
49.38025,1
49.62006,4
49.85868,0
50.09061,2
50.33912,1
50.57146,3
51.11775,4
51.69758,4
52.21815,4
52.67912,3
53.10985,2
53.61216,1
54.05965,0
54.52332,2
55.00376,3
55.468,4
55.96735,1
56.44933,2
56.92977,3
57.39373,4
57.88389,0
58.33113,2
58.81532,3
59.27919,4
59.71687,1
60.23072,2
60.71363,3
61.13861,4
61.65218,0
62.09948,0
62.59648,0
63.06966,1
64.06367,2
64.94408,3
65.42416,4
67.00528,2
67.51884,2
67.91118,2
68.69225,3
69.07329,4
69.4212,3
69.68626,2
70.32407,1
70.58913,0
71.01987,2
71.58314,3
72.06359,4
72.54443,3
72.99579,4
73.44308,1
73.89039,0
74.40415,2
74.85126,3
75.3208,4
75.7477,0
76.0994,3
76.31782,1
76.66572,4
76.99706,0
77.27634,3
77.92245,2
78.18752,2
78.68462,3
79.12466,4
79.37592,4
79.62443,4
80.08829,2
80.41619,1
80.78222,0
81.06386,2
81.49459,3
81.70782,3
81.98672,4
82.40291,2
82.66059,1
82.92566,0
83.37296,3
83.61391,4
83.84584,4
84.79015,2
85.48613,3
85.99999,4
86.23251,0
86.48112,2
86.70914,1
86.94121,3
87.17314,0
87.65357,3
88.14663,2
88.54671,0
89.01747,4
89.46507,0
89.7353,3
89.96723,1
90.21573,4
90.39799,0
90.67967,2
90.96946,1
91.21796,3
91.52195,4
93.22923,2
94.18568,3
95.14655,4
95.61504,0
96.09548,1
96.56099,3
96.79221,0
97.09072,4
97.76965,3
97.99802,1
98.22995,2
98.44564,0
98.66312,4
98.93941,1
99.15495,1
99.46972,3
99.92246,4
100.3417,0
100.8387,3
101.8507,4
102.0717,1
102.2877,3
102.5372,0
102.7863,4
103.2842,2
103.4672,0
103.8005,4
104.1849,3
104.633,4
105.114,3
105.5623,2
105.7777,1
106.0359,4
106.2691,0
106.5188,3
106.7189,1
106.9674,2
107.275,3
107.7227,4
108.1534,3
108.3765,2
108.8903,3
109.172,1
109.3873,4
109.6194,0
109.8354,3
110.0842,1
110.3161,2
110.5648,0
110.7881,4
111.037,1
111.2695,3
111.5843,3
111.9344,2
112.3818,4
112.6637,0
112.9016,3
113.1345,1
113.3343,2
113.5836,0
113.8166,3
114.0661,1
114.3003,4
114.517,0
114.7829,2
