0.6792442,0
2.430791,3
3.01382,1
3.693423,4
4.276614,0
4.906945,3
5.50403,1
6.150438,4
6.829776,0
7.575278,3
8.092915,1
8.707321,4
9.366698,0
9.979658,2
10.64232,4
10.85795,2
11.1142,3
11.29644,2
11.54807,4
11.70403,2
11.92553,3
13.00578,4
13.30779,1
13.66277,3
13.93012,0
14.27815,4
14.59292,1
14.99228,3
15.30888,2
15.64021,4
15.92515,0
16.27322,3
16.57248,1
16.93875,4
17.23869,2
17.62009,3
17.86757,0
18.23078,4
18.49775,1
18.79595,3
19.06171,2
19.4277,4
19.67877,0
20.01103,3
20.34237,1
20.69351,4
21.00933,2
21.35861,3
21.62666,0
21.95896,4
22.29245,0
22.65119,4
22.91725,0
23.2656,4
23.51538,0
23.86328,4
24.13023,0
24.51273,3
24.8276,1
25.19193,3
25.46556,1
25.8155,3
26.09717,1
26.38049,3
26.64715,1
27.01251,2
27.01251,3
27.3586,2
27.70792,2
27.99784,2
28.32993,2
28.6483,2
28.96515,2
29.26365,2
29.59499,4
29.86006,0
30.17482,3
30.44044,1
30.77469,2
31.12308,4
31.4389,0
31.73867,3
32.02129,1
32.35262,2
32.6843,0
33.03697,4
33.35159,1
33.65049,3
33.99839,0
34.31565,2
34.63106,1
34.9626,3
35.32745,4
35.56989,0
35.86913,3
36.13462,1
36.45228,2
36.78411,0
37.11544,4
37.43252,1
37.76617,3
38.08194,0
38.39753,2
38.72929,3
39.0456,4
39.34848,0
39.64668,3
39.92851,1
40.27713,2
40.59411,0
40.94831,3
41.24652,4
41.54565,1
41.84497,3
42.14474,0
42.49282,2
42.75714,0
43.0858,3
43.40145,1
43.78876,4
44.08855,2
44.424,3
44.70581,0
45.03791,3
45.3227,1
45.60435,4
46.01852,2
46.35069,3
46.63752,1
46.91896,4
47.16824,0
47.53544,3
47.8367,1
48.15388,4
48.46243,2
48.8269,3
49.12711,0
49.45927,4
49.7585,1
50.07374,3
50.39013,2
50.7227,4
51.02377,0
51.37318,3
51.67239,1
52.00388,4
52.30209,2
52.65031,3
52.91603,0
53.28243,4
53.56408,1
53.87906,3
54.21074,2
54.55979,4
54.84249,0
55.21055,3
55.49285,1
55.79407,4
56.09277,2
56.45969,3
56.75463,1
57.05499,4
57.32323,0
57.6713,3
57.97297,1
58.3227,4
58.67178,2
58.98758,3
59.28744,0
59.70311,4
59.94836,1
60.24919,3
60.58109,2
60.91504,4
61.2137,1
61.49696,3
61.79531,0
62.12715,4
62.38671,1
62.63694,3
62.96836,2
63.30091,4
63.63514,1
64.00286,3
64.28906,0
64.58389,4
64.90028,1
65.23215,3
65.51743,2
65.85054,4
66.18657,1
66.53598,3
66.80213,0
67.16821,4
67.45314,1
67.76813,3
68.05344,2
68.43539,4
68.68521,1
69.01971,3
69.28842,0
69.60656,4
69.92394,1
70.25576,3
70.93622,4
71.23552,1
71.55204,3
71.84305,1
72.15986,3
72.45909,1
72.8093,3
73.4566,3
73.7592,1
74.09232,3
74.36646,1
74.71497,3
74.99791,0
75.31835,4
75.60208,0
75.95184,4
76.20926,0
76.57565,4
76.89445,0
77.24408,4
77.57762,0
77.94665,4
78.18011,0
78.54512,4
79.22445,4
79.4761,0
80.09019,3
80.367,1
80.73273,3
81.01577,1
81.33344,3
81.61761,1
81.95149,3
82.23748,1
82.58608,3
82.88589,1
83.23482,3
83.48962,1
83.79011,3
84.09193,1
84.47552,3
84.75821,1
85.08964,4
85.37567,0
85.74261,3
86.07505,1
86.37471,4
86.70803,0
87.0583,3
87.3402,1
87.61329,4
87.92376,0
88.31016,2
88.6273,2
88.97639,2
89.30993,2
89.62509,2
89.94102,2
90.27462,2
90.84182,2
91.42356,2
92.03705,2
92.68504,2
93.2859,3
93.89275,4
94.50687,1
